CAL_DT,CAL_TYPE_DESC,DAY_OF_WK_NUM,DAY_OF_WK_DESC,YR_NUM,WK_NUM,YR_WK_NUM,MNTH_NUM,YR_MNTH_NUM,QTR_NUM,YR_QTR_NUM
2024-09-25,Fiscal,3,Wednesday,2024,39,202439,9,20249,3,20243
2002-09-21,Fiscal,6,Saturday,2002,38,200238,9,20029,3,20023
2017-01-25,Fiscal,3,Wednesday,2017,4,201704,1,20171,1,20171
2007-06-27,Fiscal,3,Wednesday,2007,26,200726,6,20076,2,20072
2012-07-10,Fiscal,2,Tuesday,2012,28,201228,7,20127,3,20123
2026-06-28,Fiscal,0,Sunday,2026,27,202627,7,20267,3,20263
2007-10-11,Fiscal,4,Thursday,2007,41,200741,10,200710,4,20074
2017-03-19,Fiscal,0,Sunday,2017,12,201712,3,20173,1,20171
2015-03-01,Fiscal,0,Sunday,2015,10,201510,3,20153,1,20151
2022-12-13,Fiscal,2,Tuesday,2022,50,202250,12,202212,4,20224
2020-02-25,Fiscal,2,Tuesday,2020,9,202009,2,20202,1,20201
1999-10-14,Fiscal,4,Thursday,1999,42,199942,10,199910,4,19994
2015-07-11,Fiscal,6,Saturday,2015,28,201528,7,20157,3,20153
2006-04-30,Fiscal,0,Sunday,2006,18,200618,4,20064,2,20062
2026-07-19,Fiscal,0,Sunday,2026,30,202630,7,20267,3,20263
2001-11-15,Fiscal,4,Thursday,2001,46,200146,11,200111,4,20014
2010-12-19,Fiscal,0,Sunday,2010,51,201051,12,201012,4,20104
2009-04-29,Fiscal,3,Wednesday,2009,18,200918,4,20094,2,20092
2019-11-22,Fiscal,5,Friday,2019,47,201947,11,201911,4,20194
2026-01-06,Fiscal,2,Tuesday,2026,2,202602,1,20261,1,20261
2002-11-15,Fiscal,5,Friday,2002,46,200246,11,200211,4,20024
2018-06-03,Fiscal,0,Sunday,2018,23,201823,6,20186,2,20182
2017-07-23,Fiscal,0,Sunday,2017,30,201730,7,20177,3,20173
2013-05-23,Fiscal,4,Thursday,2013,21,201321,5,20135,2,20132
2025-04-29,Fiscal,2,Tuesday,2025,18,202518,4,20254,2,20252
2003-03-12,Fiscal,3,Wednesday,2003,11,200311,3,20033,1,20031
2003-01-15,Fiscal,3,Wednesday,2003,3,200303,1,20031,1,20031
2007-08-24,Fiscal,5,Friday,2007,34,200734,8,20078,3,20073
2019-06-03,Fiscal,1,Monday,2019,23,201923,6,20196,2,20192
2024-06-01,Fiscal,6,Saturday,2024,22,202422,5,20245,2,20242
2001-04-05,Fiscal,4,Thursday,2001,14,200114,4,20014,2,20012
2009-09-15,Fiscal,2,Tuesday,2009,38,200938,9,20099,3,20093
2014-07-11,Fiscal,5,Friday,2014,28,201428,7,20147,3,20143
2002-02-05,Fiscal,2,Tuesday,2002,6,200206,2,20022,1,20021
2021-01-16,Fiscal,6,Saturday,2021,2,202102,1,20211,1,20211
2000-05-20,Fiscal,6,Saturday,2000,21,200021,5,20005,2,20002
2009-08-25,Fiscal,2,Tuesday,2009,35,200935,8,20098,3,20093
2011-10-04,Fiscal,2,Tuesday,2011,40,201140,10,201110,4,20114
2015-12-13,Fiscal,0,Sunday,2015,51,201551,12,201512,4,20154
2022-06-03,Fiscal,5,Friday,2022,22,202222,5,20225,2,20222
2000-09-18,Fiscal,1,Monday,2000,39,200039,9,20009,3,20003
2018-03-08,Fiscal,4,Thursday,2018,10,201810,3,20183,1,20181
2011-12-28,Fiscal,3,Wednesday,2011,52,201152,12,201112,4,20114
2003-05-31,Fiscal,6,Saturday,2003,22,200322,5,20035,2,20032
2023-09-22,Fiscal,5,Friday,2023,38,202338,9,20239,3,20233
2000-10-06,Fiscal,5,Friday,2000,41,200041,10,200010,4,20004
2013-06-22,Fiscal,6,Saturday,2013,25,201325,6,20136,2,20132
2014-10-01,Fiscal,3,Wednesday,2014,40,201440,10,201410,4,20144
2003-12-22,Fiscal,1,Monday,2003,52,200352,12,200312,4,20034
2025-11-12,Fiscal,3,Wednesday,2025,46,202546,11,202511,4,20254
2000-10-16,Fiscal,1,Monday,2000,43,200043,10,200010,4,20004
2017-08-26,Fiscal,6,Saturday,2017,34,201734,8,20178,3,20173
2015-05-22,Fiscal,5,Friday,2015,21,201521,5,20155,2,20152
2021-09-02,Fiscal,4,Thursday,2021,35,202135,8,20218,3,20213
1999-08-14,Fiscal,6,Saturday,1999,33,199933,8,19998,3,19993
2018-05-19,Fiscal,6,Saturday,2018,20,201820,5,20185,2,20182
2011-12-31,Fiscal,6,Saturday,2011,52,201152,12,201112,4,20114
2019-08-23,Fiscal,5,Friday,2019,34,201934,8,20198,3,20193
2026-10-26,Fiscal,1,Monday,2026,44,202644,10,202610,4,20264
2016-03-15,Fiscal,2,Tuesday,2016,11,201611,3,20163,1,20161
2018-02-09,Fiscal,5,Friday,2018,6,201806,2,20182,1,20181
2014-02-07,Fiscal,5,Friday,2014,6,201406,2,20142,1,20141
2009-09-30,Fiscal,3,Wednesday,2009,40,200940,10,200910,4,20094
2022-02-12,Fiscal,6,Saturday,2022,6,202206,2,20222,1,20221
2002-02-22,Fiscal,5,Friday,2002,8,200208,2,20022,1,20021
2004-09-26,Fiscal,0,Sunday,2004,40,200440,10,200410,4,20044
2014-11-21,Fiscal,5,Friday,2014,47,201447,11,201411,4,20144
2017-12-28,Fiscal,4,Thursday,2017,52,201752,12,201712,4,20174
2023-01-06,Fiscal,5,Friday,2023,1,202301,1,20231,1,20231
1999-07-30,Fiscal,5,Friday,1999,31,199931,8,19998,3,19993
2002-05-21,Fiscal,2,Tuesday,2002,21,200221,5,20025,2,20022
2002-08-27,Fiscal,2,Tuesday,2002,35,200235,8,20028,3,20023
2002-05-11,Fiscal,6,Saturday,2002,19,200219,5,20025,2,20022
2023-03-10,Fiscal,5,Friday,2023,10,202310,3,20233,1,20231
2016-03-20,Fiscal,0,Sunday,2016,12,201612,3,20163,1,20161
1999-07-01,Fiscal,4,Thursday,1999,27,199927,7,19997,3,19993
2012-06-21,Fiscal,4,Thursday,2012,25,201225,6,20126,2,20122
2025-04-13,Fiscal,0,Sunday,2025,16,202516,4,20254,2,20252
2001-03-16,Fiscal,5,Friday,2001,11,200111,3,20013,1,20011
2001-02-18,Fiscal,0,Sunday,2001,8,200108,2,20012,1,20011
2015-07-09,Fiscal,4,Thursday,2015,28,201528,7,20157,3,20153
2021-07-02,Fiscal,5,Friday,2021,26,202126,6,20216,2,20212
1998-07-10,Fiscal,5,Friday,1998,28,199828,7,19987,3,19983
1998-12-04,Fiscal,5,Friday,1998,49,199849,12,199812,4,19984
1998-05-12,Fiscal,2,Tuesday,1998,20,199820,5,19985,2,19982
1998-06-21,Fiscal,0,Sunday,1998,26,199826,6,19986,2,19982
1998-09-20,Fiscal,0,Sunday,1998,39,199839,9,19989,3,19983
1998-06-20,Fiscal,6,Saturday,1998,25,199825,6,19986,2,19982
1998-07-25,Fiscal,6,Saturday,1998,30,199830,7,19987,3,19983
1998-04-10,Fiscal,5,Friday,1998,15,199815,4,19984,2,19982
1998-09-13,Fiscal,0,Sunday,1998,38,199838,9,19989,3,19983
1998-06-22,Fiscal,1,Monday,1998,26,199826,6,19986,2,19982
1998-06-06,Fiscal,6,Saturday,1998,23,199823,6,19986,2,19982
1998-05-17,Fiscal,0,Sunday,1998,21,199821,5,19985,2,19982
1998-02-14,Fiscal,6,Saturday,1998,7,199807,2,19982,1,19981
2007-03-27,Fiscal,2,Tuesday,2007,13,200713,3,20073,1,20071
2012-03-05,Fiscal,1,Monday,2012,10,201210,3,20123,1,20121
2012-12-04,Fiscal,2,Tuesday,2012,49,201249,12,201212,4,20124
2006-02-06,Fiscal,1,Monday,2006,6,200606,2,20062,1,20061
2026-11-12,Fiscal,4,Thursday,2026,46,202646,11,202611,4,20264
2020-01-25,Fiscal,6,Saturday,2020,4,202004,1,20201,1,20201
2013-08-17,Fiscal,6,Saturday,2013,33,201333,8,20138,3,20133
2016-07-26,Fiscal,2,Tuesday,2016,30,201630,7,20167,3,20163
2021-11-09,Fiscal,2,Tuesday,2021,45,202145,11,202111,4,20214
2006-04-18,Fiscal,2,Tuesday,2006,16,200616,4,20064,2,20062
2010-05-15,Fiscal,6,Saturday,2010,19,201019,5,20105,2,20102
2023-01-16,Fiscal,1,Monday,2023,3,202303,1,20231,1,20231
2006-07-18,Fiscal,2,Tuesday,2006,29,200629,7,20067,3,20063
2013-09-22,Fiscal,0,Sunday,2013,39,201339,9,20139,3,20133
2015-05-01,Fiscal,5,Friday,2015,18,201518,4,20154,2,20152
2008-03-12,Fiscal,3,Wednesday,2008,11,200811,3,20083,1,20081
2024-06-11,Fiscal,2,Tuesday,2024,24,202424,6,20246,2,20242
2005-12-15,Fiscal,4,Thursday,2005,50,200550,12,200512,4,20054
2011-01-02,Fiscal,0,Sunday,2011,1,201101,1,20111,1,20111
2006-02-12,Fiscal,0,Sunday,2006,7,200607,2,20062,1,20061
2021-04-26,Fiscal,1,Monday,2021,17,202117,4,20214,2,20212
2024-07-25,Fiscal,4,Thursday,2024,30,202430,7,20247,3,20243
2017-09-29,Fiscal,5,Friday,2017,39,201739,9,20179,3,20173
1999-10-09,Fiscal,6,Saturday,1999,41,199941,10,199910,4,19994
2020-11-20,Fiscal,5,Friday,2020,47,202047,11,202011,4,20204
2005-12-21,Fiscal,3,Wednesday,2005,51,200551,12,200512,4,20054
2011-06-12,Fiscal,0,Sunday,2011,24,201124,6,20116,2,20112
2009-10-16,Fiscal,5,Friday,2009,42,200942,10,200910,4,20094
2021-12-03,Fiscal,5,Friday,2021,48,202148,11,202111,4,20214
2008-07-10,Fiscal,4,Thursday,2008,28,200828,7,20087,3,20083
2017-10-01,Fiscal,0,Sunday,2017,40,201740,10,201710,4,20174
2015-05-16,Fiscal,6,Saturday,2015,20,201520,5,20155,2,20152
2022-05-26,Fiscal,4,Thursday,2022,21,202221,5,20225,2,20222
2006-03-20,Fiscal,1,Monday,2006,12,200612,3,20063,1,20061
2017-06-12,Fiscal,1,Monday,2017,24,201724,6,20176,2,20172
2012-11-15,Fiscal,4,Thursday,2012,46,201246,11,201211,4,20124
2007-11-07,Fiscal,3,Wednesday,2007,45,200745,11,200711,4,20074
2005-09-02,Fiscal,5,Friday,2005,35,200535,8,20058,3,20053
2013-12-18,Fiscal,3,Wednesday,2013,51,201351,12,201312,4,20134
2007-07-30,Fiscal,1,Monday,2007,31,200731,7,20077,3,20073
2007-06-19,Fiscal,2,Tuesday,2007,25,200725,6,20076,2,20072
2026-05-25,Fiscal,1,Monday,2026,22,202622,5,20265,2,20262
1999-02-16,Fiscal,2,Tuesday,1999,8,199908,2,19992,1,19991
2009-03-25,Fiscal,3,Wednesday,2009,13,200913,3,20093,1,20091
2004-06-05,Fiscal,6,Saturday,2004,23,200423,6,20046,2,20042
2023-08-16,Fiscal,3,Wednesday,2023,33,202333,8,20238,3,20233
2003-02-11,Fiscal,2,Tuesday,2003,7,200307,2,20032,1,20031
2014-10-28,Fiscal,2,Tuesday,2014,44,201444,10,201410,4,20144
2023-07-04,Fiscal,2,Tuesday,2023,27,202327,7,20237,3,20233
2012-02-16,Fiscal,4,Thursday,2012,7,201207,2,20122,1,20121
2015-02-22,Fiscal,0,Sunday,2015,9,201509,2,20152,1,20151
2021-12-16,Fiscal,4,Thursday,2021,50,202150,12,202112,4,20214
2007-11-26,Fiscal,1,Monday,2007,48,200748,11,200711,4,20074
2014-04-01,Fiscal,2,Tuesday,2014,14,201414,4,20144,2,20142
2014-11-04,Fiscal,2,Tuesday,2014,45,201445,11,201411,4,20144
2021-08-14,Fiscal,6,Saturday,2021,32,202132,8,20218,3,20213
2024-12-30,Fiscal,1,Monday,2025,1,202501,1,20251,1,20251
1999-01-06,Fiscal,3,Wednesday,1999,2,199902,1,19991,1,19991
2017-02-19,Fiscal,0,Sunday,2017,8,201708,2,20172,1,20171
2009-10-24,Fiscal,6,Saturday,2009,43,200943,10,200910,4,20094
2021-07-23,Fiscal,5,Friday,2021,29,202129,7,20217,3,20213
2012-01-26,Fiscal,4,Thursday,2012,4,201204,1,20121,1,20121
2007-06-20,Fiscal,3,Wednesday,2007,25,200725,6,20076,2,20072
2024-07-03,Fiscal,3,Wednesday,2024,27,202427,7,20247,3,20243
2004-03-06,Fiscal,6,Saturday,2004,10,200410,3,20043,1,20041
2013-06-24,Fiscal,1,Monday,2013,26,201326,6,20136,2,20132
2008-07-21,Fiscal,1,Monday,2008,30,200830,7,20087,3,20083
2020-05-23,Fiscal,6,Saturday,2020,21,202021,5,20205,2,20202
2024-08-11,Fiscal,0,Sunday,2024,33,202433,8,20248,3,20243
2008-11-04,Fiscal,2,Tuesday,2008,45,200845,11,200811,4,20084
2012-05-31,Fiscal,4,Thursday,2012,22,201222,5,20125,2,20122
2016-12-29,Fiscal,4,Thursday,2016,52,201652,12,201612,4,20164
2020-07-11,Fiscal,6,Saturday,2020,28,202028,7,20207,3,20203
2024-08-08,Fiscal,4,Thursday,2024,32,202432,8,20248,3,20243
2020-03-18,Fiscal,3,Wednesday,2020,12,202012,3,20203,1,20201
2001-08-22,Fiscal,3,Wednesday,2001,34,200134,8,20018,3,20013
2008-11-07,Fiscal,5,Friday,2008,45,200845,11,200811,4,20084
2022-06-19,Fiscal,0,Sunday,2022,25,202225,6,20226,2,20222
2018-10-31,Fiscal,3,Wednesday,2018,44,201844,10,201810,4,20184
2013-07-23,Fiscal,2,Tuesday,2013,30,201330,7,20137,3,20133
2008-09-12,Fiscal,5,Friday,2008,37,200837,9,20089,3,20083
2008-07-22,Fiscal,2,Tuesday,2008,30,200830,7,20087,3,20083
2026-06-14,Fiscal,0,Sunday,2026,25,202625,6,20266,2,20262
2016-08-12,Fiscal,5,Friday,2016,32,201632,8,20168,3,20163
2007-04-30,Fiscal,1,Monday,2007,18,200718,4,20074,2,20072
2012-04-03,Fiscal,2,Tuesday,2012,14,201214,4,20124,2,20122
2023-11-01,Fiscal,3,Wednesday,2023,44,202344,10,202310,4,20234
2018-07-01,Fiscal,0,Sunday,2018,27,201827,7,20187,3,20183
2015-09-06,Fiscal,0,Sunday,2015,37,201537,9,20159,3,20153
2016-11-15,Fiscal,2,Tuesday,2016,46,201646,11,201611,4,20164
2013-08-25,Fiscal,0,Sunday,2013,35,201335,8,20138,3,20133
2026-07-20,Fiscal,1,Monday,2026,30,202630,7,20267,3,20263
2018-11-12,Fiscal,1,Monday,2018,46,201846,11,201811,4,20184
2007-05-05,Fiscal,6,Saturday,2007,18,200718,4,20074,2,20072
2007-08-09,Fiscal,4,Thursday,2007,32,200732,8,20078,3,20073
2024-04-04,Fiscal,4,Thursday,2024,14,202414,4,20244,2,20242
2016-03-21,Fiscal,1,Monday,2016,12,201612,3,20163,1,20161
2015-10-30,Fiscal,5,Friday,2015,44,201544,10,201510,4,20154
2015-03-02,Fiscal,1,Monday,2015,10,201510,3,20153,1,20151
2020-06-10,Fiscal,3,Wednesday,2020,24,202024,6,20206,2,20202
2026-12-29,Fiscal,2,Tuesday,2026,53,202653,12,202612,4,20264
2003-06-04,Fiscal,3,Wednesday,2003,23,200323,6,20036,2,20032
2006-10-09,Fiscal,1,Monday,2006,41,200641,10,200610,4,20064
1999-06-25,Fiscal,5,Friday,1999,26,199926,6,19996,2,19992
2025-03-27,Fiscal,4,Thursday,2025,13,202513,3,20253,1,20251
2016-09-02,Fiscal,5,Friday,2016,35,201635,8,20168,3,20163
2005-04-10,Fiscal,0,Sunday,2005,15,200515,4,20054,2,20052
2023-06-13,Fiscal,2,Tuesday,2023,24,202324,6,20236,2,20232
2026-10-10,Fiscal,6,Saturday,2026,41,202641,10,202610,4,20264
2003-04-16,Fiscal,3,Wednesday,2003,16,200316,4,20034,2,20032
2005-01-27,Fiscal,4,Thursday,2005,4,200504,1,20051,1,20051
2007-10-24,Fiscal,3,Wednesday,2007,43,200743,10,200710,4,20074
2001-06-14,Fiscal,4,Thursday,2001,24,200124,6,20016,2,20012
2026-12-11,Fiscal,5,Friday,2026,50,202650,12,202612,4,20264
1999-01-12,Fiscal,2,Tuesday,1999,3,199903,1,19991,1,19991
2010-02-05,Fiscal,5,Friday,2010,5,201005,1,20101,1,20101
2014-11-03,Fiscal,1,Monday,2014,45,201445,11,201411,4,20144
2006-11-29,Fiscal,3,Wednesday,2006,48,200648,11,200611,4,20064
2003-12-09,Fiscal,2,Tuesday,2003,50,200350,12,200312,4,20034
2010-02-27,Fiscal,6,Saturday,2010,8,201008,2,20102,1,20101
2016-12-13,Fiscal,2,Tuesday,2016,50,201650,12,201612,4,20164
2020-06-05,Fiscal,5,Friday,2020,23,202023,6,20206,2,20202
2026-12-19,Fiscal,6,Saturday,2026,51,202651,12,202612,4,20264
1999-06-28,Fiscal,1,Monday,1999,27,199927,7,19997,3,19993
2002-09-14,Fiscal,6,Saturday,2002,37,200237,9,20029,3,20023
2006-05-11,Fiscal,4,Thursday,2006,19,200619,5,20065,2,20062
1999-02-01,Fiscal,1,Monday,1999,6,199906,2,19992,1,19991
2026-09-10,Fiscal,4,Thursday,2026,37,202637,9,20269,3,20263
2005-02-13,Fiscal,0,Sunday,2005,7,200507,2,20052,1,20051
2017-05-25,Fiscal,4,Thursday,2017,21,201721,5,20175,2,20172
2017-05-24,Fiscal,3,Wednesday,2017,21,201721,5,20175,2,20172
2008-05-21,Fiscal,3,Wednesday,2008,21,200821,5,20085,2,20082
2026-10-17,Fiscal,6,Saturday,2026,42,202642,10,202610,4,20264
1999-02-14,Fiscal,0,Sunday,1999,8,199908,2,19992,1,19991
2002-07-19,Fiscal,5,Friday,2002,29,200229,7,20027,3,20023
2012-09-23,Fiscal,0,Sunday,2012,39,201239,9,20129,3,20123
2006-09-26,Fiscal,2,Tuesday,2006,39,200639,9,20069,3,20063
2026-04-08,Fiscal,3,Wednesday,2026,15,202615,4,20264,2,20262
2007-09-22,Fiscal,6,Saturday,2007,38,200738,9,20079,3,20073
2012-08-17,Fiscal,5,Friday,2012,33,201233,8,20128,3,20123
2020-12-02,Fiscal,3,Wednesday,2020,49,202049,12,202012,4,20204
2007-02-27,Fiscal,2,Tuesday,2007,9,200709,2,20072,1,20071
2005-03-30,Fiscal,3,Wednesday,2005,13,200513,3,20053,1,20051
2003-07-07,Fiscal,1,Monday,2003,28,200328,7,20037,3,20033
2019-02-05,Fiscal,2,Tuesday,2019,6,201906,2,20192,1,20191
2026-06-11,Fiscal,4,Thursday,2026,24,202624,6,20266,2,20262
2016-05-01,Fiscal,0,Sunday,2016,18,201618,4,20164,2,20162
2009-12-22,Fiscal,2,Tuesday,2009,52,200952,12,200912,4,20094
2006-05-12,Fiscal,5,Friday,2006,19,200619,5,20065,2,20062
2010-04-08,Fiscal,4,Thursday,2010,14,201014,4,20104,2,20102
2025-08-03,Fiscal,0,Sunday,2025,32,202532,8,20258,3,20253
2001-08-10,Fiscal,5,Friday,2001,32,200132,8,20018,3,20013
2010-07-02,Fiscal,5,Friday,2010,26,201026,6,20106,2,20102
2000-02-20,Fiscal,0,Sunday,2000,9,200009,3,20003,1,20001
1999-06-09,Fiscal,3,Wednesday,1999,24,199924,6,19996,2,19992
2021-03-23,Fiscal,2,Tuesday,2021,12,202112,3,20213,1,20211
2001-10-05,Fiscal,5,Friday,2001,40,200140,10,200110,4,20014
2003-10-13,Fiscal,1,Monday,2003,42,200342,10,200310,4,20034
2012-10-12,Fiscal,5,Friday,2012,41,201241,10,201210,4,20124
2011-02-28,Fiscal,1,Monday,2011,9,201109,2,20112,1,20111
2026-07-26,Fiscal,0,Sunday,2026,31,202631,7,20267,3,20263
2007-05-04,Fiscal,5,Friday,2007,18,200718,4,20074,2,20072
2011-12-30,Fiscal,5,Friday,2011,52,201152,12,201112,4,20114
1999-12-13,Fiscal,1,Monday,1999,51,199951,12,199912,4,19994
2022-05-16,Fiscal,1,Monday,2022,20,202220,5,20225,2,20222
2007-04-14,Fiscal,6,Saturday,2007,15,200715,4,20074,2,20072
2016-09-23,Fiscal,5,Friday,2016,38,201638,9,20169,3,20163
2015-07-20,Fiscal,1,Monday,2015,30,201530,7,20157,3,20153
2022-08-03,Fiscal,3,Wednesday,2022,31,202231,7,20227,3,20223
2003-04-02,Fiscal,3,Wednesday,2003,14,200314,4,20034,2,20032
2002-10-06,Fiscal,0,Sunday,2002,41,200241,10,200210,4,20024
2005-12-13,Fiscal,2,Tuesday,2005,50,200550,12,200512,4,20054
2015-01-09,Fiscal,5,Friday,2015,2,201502,1,20151,1,20151
2025-03-20,Fiscal,4,Thursday,2025,12,202512,3,20253,1,20251
2016-01-16,Fiscal,6,Saturday,2016,2,201602,1,20161,1,20161
2002-05-10,Fiscal,5,Friday,2002,19,200219,5,20025,2,20022
2014-06-24,Fiscal,2,Tuesday,2014,26,201426,6,20146,2,20142
2012-02-20,Fiscal,1,Monday,2012,8,201208,2,20122,1,20121
2025-07-11,Fiscal,5,Friday,2025,28,202528,7,20257,3,20253
2003-01-17,Fiscal,5,Friday,2003,3,200303,1,20031,1,20031
2010-09-15,Fiscal,3,Wednesday,2010,37,201037,9,20109,3,20103
2013-03-09,Fiscal,6,Saturday,2013,10,201310,3,20133,1,20131
2023-07-11,Fiscal,2,Tuesday,2023,28,202328,7,20237,3,20233
2008-12-25,Fiscal,4,Thursday,2008,52,200852,12,200812,4,20084
2011-03-18,Fiscal,5,Friday,2011,11,201111,3,20113,1,20111
2026-07-21,Fiscal,2,Tuesday,2026,30,202630,7,20267,3,20263
2000-05-23,Fiscal,2,Tuesday,2000,22,200022,6,20006,2,20002
2010-02-14,Fiscal,0,Sunday,2010,7,201007,2,20102,1,20101
2001-02-25,Fiscal,0,Sunday,2001,9,200109,3,20013,1,20011
2015-06-04,Fiscal,4,Thursday,2015,23,201523,6,20156,2,20152
2021-10-21,Fiscal,4,Thursday,2021,42,202142,10,202110,4,20214
2016-01-17,Fiscal,0,Sunday,2016,3,201603,1,20161,1,20161
2017-01-05,Fiscal,4,Thursday,2017,1,201701,1,20171,1,20171
2009-04-13,Fiscal,1,Monday,2009,16,200916,4,20094,2,20092
2015-06-14,Fiscal,0,Sunday,2015,25,201525,6,20156,2,20152
2022-02-08,Fiscal,2,Tuesday,2022,6,202206,2,20222,1,20221
2000-01-04,Fiscal,2,Tuesday,2000,2,200002,1,20001,1,20001
2018-02-18,Fiscal,0,Sunday,2018,8,201808,2,20182,1,20181
2017-10-30,Fiscal,1,Monday,2017,44,201744,10,201710,4,20174
2003-04-19,Fiscal,6,Saturday,2003,16,200316,4,20034,2,20032
2022-04-30,Fiscal,6,Saturday,2022,17,202217,4,20224,2,20222
2016-02-19,Fiscal,5,Friday,2016,7,201607,2,20162,1,20161
2000-07-10,Fiscal,1,Monday,2000,29,200029,7,20007,3,20003
2021-02-01,Fiscal,1,Monday,2021,5,202105,1,20211,1,20211
2001-08-23,Fiscal,4,Thursday,2001,34,200134,8,20018,3,20013
2018-01-05,Fiscal,5,Friday,2018,1,201801,1,20181,1,20181
2014-03-16,Fiscal,0,Sunday,2014,12,201412,3,20143,1,20141
2019-09-29,Fiscal,0,Sunday,2019,40,201940,10,201910,4,20194
2019-09-09,Fiscal,1,Monday,2019,37,201937,9,20199,3,20193
1998-04-28,Fiscal,2,Tuesday,1998,18,199818,5,19985,2,19982
1998-06-12,Fiscal,5,Friday,1998,24,199824,6,19986,2,19982
1998-04-21,Fiscal,2,Tuesday,1998,17,199817,4,19984,2,19982
1998-06-25,Fiscal,4,Thursday,1998,26,199826,6,19986,2,19982
1998-02-27,Fiscal,5,Friday,1998,9,199809,3,19983,1,19981
2006-06-23,Fiscal,5,Friday,2006,25,200625,6,20066,2,20062
2010-08-29,Fiscal,0,Sunday,2010,35,201035,8,20108,3,20103
2005-09-30,Fiscal,5,Friday,2005,39,200539,9,20059,3,20053
2000-11-12,Fiscal,0,Sunday,2000,47,200047,11,200011,4,20004
2026-05-18,Fiscal,1,Monday,2026,21,202621,5,20265,2,20262
2018-07-16,Fiscal,1,Monday,2018,29,201829,7,20187,3,20183
2002-05-12,Fiscal,0,Sunday,2002,20,200220,5,20025,2,20022
2012-10-11,Fiscal,4,Thursday,2012,41,201241,10,201210,4,20124
2023-06-18,Fiscal,0,Sunday,2023,25,202325,6,20236,2,20232
2026-12-05,Fiscal,6,Saturday,2026,49,202649,12,202612,4,20264
2004-02-15,Fiscal,0,Sunday,2004,8,200408,2,20042,1,20041
2013-09-30,Fiscal,1,Monday,2013,40,201340,10,201310,4,20134
2009-04-22,Fiscal,3,Wednesday,2009,17,200917,4,20094,2,20092
2020-11-09,Fiscal,1,Monday,2020,46,202046,11,202011,4,20204
2004-02-26,Fiscal,4,Thursday,2004,9,200409,2,20042,1,20041
2007-11-11,Fiscal,0,Sunday,2007,46,200746,11,200711,4,20074
2013-07-12,Fiscal,5,Friday,2013,28,201328,7,20137,3,20133
2025-10-13,Fiscal,1,Monday,2025,42,202542,10,202510,4,20254
2018-06-25,Fiscal,1,Monday,2018,26,201826,6,20186,2,20182
2015-10-01,Fiscal,4,Thursday,2015,40,201540,10,201510,4,20154
2012-09-19,Fiscal,3,Wednesday,2012,38,201238,9,20129,3,20123
2014-05-15,Fiscal,4,Thursday,2014,20,201420,5,20145,2,20142
2023-11-30,Fiscal,4,Thursday,2023,48,202348,11,202311,4,20234
2004-07-12,Fiscal,1,Monday,2004,29,200429,7,20047,3,20043
2004-02-06,Fiscal,5,Friday,2004,6,200406,2,20042,1,20041
2013-04-21,Fiscal,0,Sunday,2013,17,201317,4,20134,2,20132
2023-07-18,Fiscal,2,Tuesday,2023,29,202329,7,20237,3,20233
2013-08-12,Fiscal,1,Monday,2013,33,201333,8,20138,3,20133
2015-04-30,Fiscal,4,Thursday,2015,18,201518,4,20154,2,20152
2021-07-29,Fiscal,4,Thursday,2021,30,202130,7,20217,3,20213
2024-05-08,Fiscal,3,Wednesday,2024,19,202419,5,20245,2,20242
2005-09-15,Fiscal,4,Thursday,2005,37,200537,9,20059,3,20053
2013-10-02,Fiscal,3,Wednesday,2013,40,201340,10,201310,4,20134
2015-02-25,Fiscal,3,Wednesday,2015,9,201509,2,20152,1,20151
2021-09-20,Fiscal,1,Monday,2021,38,202138,9,20219,3,20213
2005-12-16,Fiscal,5,Friday,2005,50,200550,12,200512,4,20054
2012-01-27,Fiscal,5,Friday,2012,4,201204,1,20121,1,20121
2014-11-05,Fiscal,3,Wednesday,2014,45,201445,11,201411,4,20144
2011-06-03,Fiscal,5,Friday,2011,22,201122,5,20115,2,20112
2026-11-14,Fiscal,6,Saturday,2026,46,202646,11,202611,4,20264
2003-11-07,Fiscal,5,Friday,2003,45,200345,11,200311,4,20034
2014-08-21,Fiscal,4,Thursday,2014,34,201434,8,20148,3,20143
2005-03-12,Fiscal,6,Saturday,2005,10,200510,3,20053,1,20051
2025-09-30,Fiscal,2,Tuesday,2025,40,202540,10,202510,4,20254
2003-05-25,Fiscal,0,Sunday,2003,22,200322,5,20035,2,20032
2012-01-25,Fiscal,3,Wednesday,2012,4,201204,1,20121,1,20121
2012-08-07,Fiscal,2,Tuesday,2012,32,201232,8,20128,3,20123
2007-02-17,Fiscal,6,Saturday,2007,7,200707,2,20072,1,20071
2003-06-08,Fiscal,0,Sunday,2003,24,200324,6,20036,2,20032
2018-02-01,Fiscal,4,Thursday,2018,5,201805,1,20181,1,20181
2014-06-25,Fiscal,3,Wednesday,2014,26,201426,6,20146,2,20142
2014-02-13,Fiscal,4,Thursday,2014,7,201407,2,20142,1,20141
2026-12-24,Fiscal,4,Thursday,2026,52,202652,12,202612,4,20264
2004-08-23,Fiscal,1,Monday,2004,35,200435,8,20048,3,20043
2004-05-13,Fiscal,4,Thursday,2004,20,200420,5,20045,2,20042
2015-05-02,Fiscal,6,Saturday,2015,18,201518,4,20154,2,20152
